,Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Fence,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Garage,Basement,Year Remod/Add_bis,Renovated before sale,Lot Area**0.5,Lot Area**2,Lot Area**3,Garage Area**0.5,Garage Area**2,Garage Area**3,Year Remod/Add**0.5,Year Remod/Add**2,Year Remod/Add**3
2337,1606,923277040,20,RL,60.0,6600,No,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,5,2.1972245773362196,3.6888794541139363,2003,Gable,HdBoard,HdBoard,None,0.0,3,4,PConc,3,0.6931471805599453,GLQ,6.705639094860003,Unf,0.0,816.0,5,Y,SBrkr,6.705639094860003,0.0,0,6.705639094860003,0.6931471805599453,1,0.0,1.0986122886681098,3,1.6094379124341003,Typ,0.0,Detchd,3.6109179126442243,Fin,2.0,816.0,Y,0.0,0.0,0.0,0,No,0,6,2008,WD ,Normal,11.835016210489899,Yes,Yes,3.091042453358316,No,81.24038404635961,43560000,287496000000,28.5657137141714,665856.0,543338496.0,44.75488800120049,4012009,8036054027
2339,561,532377130,20,RL,80.0,10000,No,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,1Fam,1Story,5,1.9459101490553132,4.110873864173311,1983,Hip,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,0.6931471805599453,BLQ,6.38856140554563,Unf,5.602118820879701,864.0,5,Y,SBrkr,7.0431599159883405,0.0,0,7.0431599159883405,0.6931471805599453,1,0.0,1.3862943611198906,3,1.9459101490553132,Typ,0.6931471805599453,Attchd,4.110873864173311,RFn,1.0,264.0,Y,5.111987788356544,0.0,0.0,0,Yes,400,3,2009,WD ,Normal,11.786008995353765,Yes,Yes,3.1354942159291497,No,100.0,100000000,1000000000000,16.24807680927192,69696.0,18399744.0,44.53088815642464,3932289,7797729087
2340,1878,534252040,20,RL,68.0,9503,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,1.791759469228055,4.1588830833596715,1983,Hip,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,0.6931471805599453,ALQ,6.126869184114185,Rec,5.267858159063328,1024.0,3,Y,SBrkr,7.20414929203594,0.0,0,7.20414929203594,0.6931471805599453,1,0.0,1.0986122886681098,3,1.9459101490553132,Min1,0.6931471805599453,Detchd,3.9512437185814275,Unf,1.0,484.0,Y,5.75890177387728,3.367295829986474,0.0,0,Yes,0,6,2007,WD ,Normal,11.87757552297847,Yes,Yes,3.258096538021482,No,97.48333190858835,90307009,858187506527,22.0,234256.0,113379904.0,44.53088815642464,3932289,7797729087
2341,374,527326150,20,RL,68.0,16635,No,IR1,Lvl,FR2,Gtl,NWAmes,Norm,1Fam,1Story,6,2.0794415416798357,3.8066624897703196,2000,Gable,CemntBd,CmentBd,Stone,4.844187086458591,4,3,CBlock,4,0.6931471805599453,ALQ,7.1284959456800365,Unf,5.877735781779639,1602.0,4,Y,SBrkr,7.3796321526095525,0.0,0,7.3796321526095525,0.0,2,0.0,1.3862943611198906,4,2.1972245773362196,Typ,0.6931471805599453,Attchd,3.8066624897703196,Fin,2.0,529.0,Y,5.484796933490655,0.0,0.0,0,No,0,6,2009,WD ,Normal,12.278397958261774,Yes,Yes,3.1780538303479458,No,128.97674208941703,276723225,4603290847875,23.0,279841.0,148035889.0,44.721359549995796,4000000,8000000000
2342,2768,906476140,20,RL,80.0,12000,No,Reg,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,1Story,6,1.791759469228055,3.9889840465642745,1968,Gable,Plywood,Plywood,None,0.0,3,2,CBlock,4,0.6931471805599453,LwQ,6.74993119378857,Unf,6.284134161070802,1388.0,4,Y,SBrkr,7.236339342754344,0.0,0,7.236339342754344,0.6931471805599453,2,0.0,1.3862943611198906,3,1.9459101490553132,Typ,0.6931471805599453,Attchd,3.9889840465642745,RFn,2.0,522.0,Y,0.0,4.07753744390572,0.0,0,No,0,7,2006,COD,Abnorml,11.97603664577121,Yes,Yes,0.0,No,109.54451150103323,144000000,1728000000000,22.847319317591726,272484.0,142236648.0,44.36214602563767,3873024,7622111232
2343,2840,908275290,20,RL,60.0,16012,No,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,1.6094379124341003,4.219507705176107,1968,Hip,Wd Sdng,Wd Sdng,BrkFace,4.110873864173311,3,3,CBlock,3,0.6931471805599453,Rec,6.539585955617669,Unf,5.575949103146316,954.0,5,Y,SBrkr,7.301822342137932,0.0,0,7.301822342137932,0.0,2,0.0,1.3862943611198906,3,1.9459101490553132,Min1,0.6931471805599453,2Types,4.189654742026425,Unf,2.0,609.0,Y,0.0,3.4339872044851463,0.0,0,Yes,0,10,2006,WD ,Abnorml,11.736077016252437,Yes,Yes,2.70805020110221,No,126.53853168106544,256384144,4105222913728,24.677925358506133,370881.0,225866529.0,44.36214602563767,3873024,7622111232
2344,1685,528102050,20,RL,96.0,12469,No,Reg,Lvl,FR2,Gtl,NridgHt,Norm,1Fam,1Story,9,1.791759469228055,2.772588722239781,2007,Hip,VinylSd,VinylSd,Stone,5.937536205082426,5,3,PConc,5,1.6094379124341003,GLQ,7.049254841255837,Unf,6.461468176353717,1790.0,5,Y,SBrkr,7.504942068396171,0.0,0,7.504942068396171,0.6931471805599453,2,0.0,1.3862943611198906,5,2.0794415416798357,Typ,0.6931471805599453,Attchd,2.70805020110221,Fin,3.0,730.0,Y,5.231108616854587,3.6109179126442243,0.0,0,No,0,8,2007,New,Partial,12.782688818818986,Yes,Yes,0.6931471805599453,Yes,111.66467659918243,155475961,1938629757709,27.018512172212592,532900.0,389017000.0,44.799553569204235,4028049,8084294343
2345,1168,533215020,120,FV,68.0,4765,No,IR1,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,9,1.791759469228055,3.091042453358316,2000,Hip,MetalSd,MetalSd,BrkFace,5.564520407322694,4,3,PConc,4,1.3862943611198906,GLQ,6.93537044601511,Unf,6.376726947898627,1614.0,5,Y,SBrkr,7.40184157874383,0.0,0,7.40184157874383,0.6931471805599453,2,0.0,1.0986122886681098,5,1.791759469228055,Typ,0.6931471805599453,Attchd,3.091042453358316,Fin,2.0,495.0,Y,5.442417710521793,4.23410650459726,0.0,0,No,0,7,2008,WD ,Normal,12.611541086966115,Yes,Yes,0.0,No,69.02897942168927,22705225,108190397125,22.24859546128699,245025.0,121287375.0,44.721359549995796,4000000,8000000000
2346,2025,903425270,50,RL,60.0,8550,No,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,1Fam,1.5Fin,5,1.791759469228055,4.564348191467836,1950,Gable,HdBoard,HdBoard,None,0.0,3,3,PConc,2,0.6931471805599453,Unf,0.0,Unf,6.621405651764134,750.0,3,Y,SBrkr,6.8679744089702925,5.877735781779639,0,7.183111701743281,0.0,1,0.0,1.6094379124341003,3,2.0794415416798357,Typ,0.0,Detchd,4.04305126783455,Unf,2.0,576.0,Y,0.0,0.0,0.0,0,No,0,10,2007,ConLw,Family,11.407576060361786,Yes,Yes,3.2188758248682006,No,92.46621004453465,73102500,625026375000,24.0,331776.0,191102976.0,44.15880433163923,3802500,7414875000
2347,1205,534276190,20,RL,74.0,7785,No,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,1.791759469228055,4.189654742026425,1956,Gable,HdBoard,HdBoard,None,0.0,3,3,Slab,3,0.6931471805599453,GLQ,0.0,Unf,0.0,0.0,3,Y,SBrkr,6.922643891475888,0.0,0,6.922643891475888,0.0,1,0.0,1.0986122886681098,3,1.9459101490553132,Typ,0.0,Attchd,4.189654742026425,RFn,1.0,267.0,Y,0.0,0.0,3.713572066704308,0,Yes,0,3,2008,WD ,Normal,11.49273296168228,Yes,No,0.0,No,88.23264701911646,60606225,471819461625,16.34013463836819,71289.0,19034163.0,44.22668877499196,3825936,7483530816
2348,973,923203190,120,RM,68.0,4500,No,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,1.791759469228055,3.1354942159291497,1999,Hip,VinylSd,VinylSd,BrkFace,6.054439346269371,3,3,PConc,5,0.6931471805599453,GLQ,6.784457062637643,Unf,5.834810737062605,1224.0,5,Y,SBrkr,7.110696122978827,0.0,0,7.110696122978827,0.6931471805599453,2,0.0,1.0986122886681098,3,1.791759469228055,Typ,0.0,Attchd,3.1354942159291497,Fin,2.0,402.0,Y,0.0,5.720311776607412,0.0,0,No,0,6,2009,WD ,Normal,12.013706813470414,Yes,Yes,0.0,No,67.08203932499369,20250000,91125000000,20.049937655763422,161604.0,64964808.0,44.710177812216315,3996001,7988005999
2349,1156,532477030,20,RL,95.0,19508,No,Reg,Lvl,Inside,Gtl,Veenker,Norm,1Fam,1Story,6,1.791759469228055,3.871201010907891,1974,Gable,HdBoard,ImStucc,BrkFace,4.976733742420574,3,3,CBlock,3,1.3862943611198906,ALQ,6.68586094706836,Unf,6.447305862541213,1430.0,3,Y,SBrkr,7.266128779556451,0.0,0,7.266128779556451,0.0,2,0.0,1.3862943611198906,3,1.9459101490553132,Typ,1.0986122886681098,Attchd,3.871201010907891,Unf,2.0,484.0,Y,4.770684624465665,4.6913478822291435,5.111987788356544,0,No,0,7,2008,WD ,Normal,12.165255859329688,Yes,Yes,0.0,No,139.6710420953463,380562064,7424004744512,22.0,234256.0,113379904.0,44.429719783046124,3896676,7692038424
2350,2037,903457040,50,RM,60.0,10320,Yes,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1.5Fin,6,1.791759469228055,4.672828834461906,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,0.6931471805599453,LwQ,5.929589143389895,Unf,6.638567789166521,1138.0,4,Y,SBrkr,7.037905963447182,6.949856455000773,0,7.687538766201629,0.0,1,0.6931471805599453,1.3862943611198906,3,2.0794415416798357,Typ,0.6931471805599453,Detchd,2.772588722239781,Unf,2.0,720.0,N,0.0,0.0,5.14166355650266,0,No,0,5,2007,WD ,Normal,11.989165855127435,Yes,Yes,3.58351893845611,No,101.58740079360236,106502400,1099104768000,26.832815729997478,518400.0,373248000.0,44.15880433163923,3802500,7414875000
2353,775,905108190,85,RL,68.0,7252,No,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,SFoyer,5,1.791759469228055,3.6888794541139363,1982,Hip,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4,1.3862943611198906,GLQ,6.530877627725885,Unf,5.159055299214529,858.0,3,Y,SBrkr,6.755768921984255,0.0,0,6.755768921984255,0.6931471805599453,1,0.0,1.0986122886681098,3,1.791759469228055,Typ,0.0,Detchd,3.6635616461296463,Unf,2.0,576.0,Y,4.795790545596741,0.0,0.0,0,No,0,4,2009,WD ,Normal,11.812296455066814,Yes,Yes,0.0,No,85.15867542417507,52591504,381393587008,24.0,331776.0,191102976.0,44.51965857910413,3928324,7785938168
2354,325,923204150,90,RL,94.0,9400,No,Reg,Low,Corner,Gtl,Mitchel,Norm,Duplex,2Story,6,1.791759469228055,3.9318256327243257,1971,Mansard,MetalSd,Wd Shng,None,0.0,3,3,CBlock,3,1.3862943611198906,Unf,0.0,Unf,6.816735880594968,912.0,3,Y,SBrkr,6.816735880594968,6.816735880594968,0,7.509335266016592,0.0,2,1.0986122886681098,1.6094379124341003,3,2.1972245773362196,Typ,0.0,Attchd,3.784189633918261,Unf,0.0,0.0,Y,4.859812404361672,0.0,0.0,0,No,0,4,2010,WD ,Normal,11.842236406331555,No,Yes,0.0,No,96.95359714832658,88360000,830584000000,0.0,0.0,0.0,44.395945760846224,3884841,7657021611
2355,2252,914460110,20,RL,44.0,12864,No,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,1Story,7,1.791759469228055,2.995732273553991,2002,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,0.6931471805599453,GLQ,7.239214973779806,Unf,2.8903717578961645,1409.0,5,Y,SBrkr,7.251344983372214,0.0,0,7.251344983372214,0.6931471805599453,1,0.6931471805599453,0.6931471805599453,4,1.6094379124341003,Typ,0.6931471805599453,Attchd,2.995732273553991,RFn,2.0,576.0,Y,0.0,4.976733742420574,0.0,0,No,0,7,2007,WD ,Normal,12.409017571151187,Yes,Yes,0.0,No,113.4195750300626,165482496,2128766828544,24.0,331776.0,191102976.0,44.74371464239419,4008004,8024024008
2356,85,532354090,85,RL,88.0,11782,No,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,SFoyer,5,2.0794415416798357,4.110873864173311,1995,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,1.3862943611198906,ALQ,6.802394763324311,Unf,5.351858133476067,1109.0,3,Y,SBrkr,7.052721049232323,0.0,0,7.052721049232323,0.6931471805599453,1,0.0,1.3862943611198906,4,1.9459101490553132,Min2,0.0,Detchd,3.5553480614894135,Unf,2.0,576.0,Y,5.262690188904886,0.0,0.0,0,Yes,400,6,2010,WD ,Normal,11.904974309480183,Yes,Yes,3.5553480614894135,No,108.54492157627642,138815524,1635524503768,24.0,331776.0,191102976.0,44.66542286825459,3980025,7940149875
2357,2682,903233220,50,RM,51.0,6120,No,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,2.0794415416798357,4.5217885770490405,1984,Gable,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,0.6931471805599453,Unf,0.0,Unf,6.60934924316738,741.0,4,Y,SBrkr,6.60934924316738,6.369900982828227,0,7.1891677384203225,0.0,1,0.0,1.3862943611198906,4,2.0794415416798357,Typ,0.0,Detchd,4.5217885770490405,Unf,1.0,180.0,Y,0.0,0.0,4.02535169073515,0,No,0,2,2006,WD ,Normal,11.608244735642321,Yes,Yes,4.007333185232471,No,78.23042886243178,37454400,229220928000,13.416407864998739,32400.0,5832000.0,44.54211490264017,3936256,7809531904
2358,1590,923202015,90,RM,78.0,7060,No,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,7,1.791759469228055,3.2188758248682006,1998,Gable,VinylSd,VinylSd,BrkFace,5.303304908059076,3,4,PConc,4,1.6094379124341003,GLQ,7.177782416195197,Unf,3.58351893845611,1344.0,5,Y,SBrkr,7.20414929203594,0.0,0,7.20414929203594,1.0986122886681098,2,0.0,1.0986122886681098,3,2.1972245773362196,Typ,0.0,Attchd,3.2188758248682006,Fin,4.0,784.0,Y,0.0,0.0,0.0,0,No,0,11,2008,WD ,Alloca,12.237091546357338,Yes,Yes,0.6931471805599453,No,84.02380615040002,49843600,351895816000,28.0,614656.0,481890304.0,44.69899327725402,3992004,7976023992
2359,2660,902325050,75,RM,60.0,10800,No,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,7,2.0794415416798357,4.68213122712422,1970,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,1.0986122886681098,Rec,5.968707559985366,Unf,6.19644412779452,880.0,2,N,SBrkr,6.78105762593618,6.790097235513905,0,7.478169694159785,0.0,1,0.6931471805599453,1.0986122886681098,3,1.9459101490553132,Typ,1.0986122886681098,Detchd,4.68213122712422,Unf,2.0,320.0,N,0.0,5.834810737062605,0.0,0,No,0,10,2006,WD ,Normal,12.001511614739405,Yes,Yes,4.04305126783455,No,103.92304845413264,116640000,1259712000000,17.88854381999832,102400.0,32768000.0,44.384682042344295,3880900,7645373000
2360,2447,528327010,60,RL,68.0,9233,No,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,9,1.791759469228055,3.091042453358316,2000,Gable,VinylSd,VinylSd,BrkFace,6.777646593635117,4,3,PConc,5,1.3862943611198906,GLQ,7.075808863978387,Unf,5.883322388488279,1540.0,5,Y,SBrkr,7.340186835320115,7.182352111885263,0,7.957177323459475,0.6931471805599453,2,0.6931471805599453,1.6094379124341003,5,2.302585092994046,Typ,0.6931471805599453,Attchd,3.091042453358316,RFn,3.0,774.0,Y,5.5134287461649825,4.02535169073515,0.0,0,No,0,3,2006,WD ,Normal,12.91164481522143,Yes,Yes,0.0,No,96.08850087289322,85248289,787097452337,27.820855486487112,599076.0,463684824.0,44.721359549995796,4000000,8000000000
2361,1921,535154080,20,RL,75.0,9750,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,1.9459101490553132,4.1588830833596715,1958,Gable,MetalSd,MetalSd,BrkFace,5.497168225293202,3,3,CBlock,3,0.6931471805599453,Rec,6.411818267709897,Unf,6.727431724850855,1442.0,4,Y,SBrkr,7.274479558773871,0.0,0,7.274479558773871,0.0,1,0.6931471805599453,1.6094379124341003,3,2.0794415416798357,Typ,0.0,Attchd,4.1588830833596715,RFn,1.0,301.0,Y,0.0,0.0,5.62040086571715,0,No,500,4,2007,COD,Normal,11.969723533345908,Yes,Yes,0.0,No,98.74208829065749,95062500,926859375000,17.349351572897472,90601.0,27270901.0,44.24929377967517,3833764,7506509912
2362,92,533130130,60,RL,85.0,13143,No,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,8,1.791759469228055,3.367295829986474,1993,Gable,HdBoard,ImStucc,BrkFace,6.22455842927536,4,3,PConc,4,0.6931471805599453,LwQ,5.5254529391317835,GLQ,0.0,1231.0,5,Y,SBrkr,7.132497551660044,7.002155954403621,0,7.762170607138205,0.6931471805599453,2,0.6931471805599453,1.6094379124341003,4,2.302585092994046,Typ,0.6931471805599453,Attchd,3.367295829986474,RFn,3.0,762.0,Y,3.4965075614664802,4.875197323201151,0.0,0,No,0,6,2010,WD ,Normal,12.80078251189375,Yes,Yes,0.0,No,114.64292389851194,172738449,2270301435207,27.60434748368452,580644.0,442450728.0,44.64302857109943,3972049,7916293657
2363,431,528108140,20,RL,94.0,12220,No,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,10,1.791759469228055,2.5649493574615367,2009,Hip,CemntBd,CmentBd,BrkFace,5.723585101952381,5,3,CBlock,5,0.6931471805599453,GLQ,7.270312886079025,Unf,6.3473892096560105,2006.0,5,Y,SBrkr,7.611347717403621,0.0,0,7.611347717403621,0.6931471805599453,2,0.6931471805599453,1.3862943611198906,5,2.302585092994046,Typ,0.6931471805599453,Attchd,2.5649493574615367,Fin,3.0,900.0,Y,5.056245805348308,4.007333185232471,0.0,0,No,0,9,2009,New,Partial,12.90634935052389,Yes,Yes,0.0,Yes,110.54410884348383,149328400,1824793048000,30.0,810000.0,729000000.0,44.82186966202994,4036081,8108486729
2364,2828,908186090,180,RM,35.0,3675,No,Reg,Lvl,Inside,Gtl,Edwards,Norm,TwnhsE,SFoyer,6,1.791759469228055,2.833213344056216,2006,Gable,VinylSd,VinylSd,BrkFace,4.418840607796598,3,3,PConc,4,1.6094379124341003,GLQ,6.306275286948016,Unf,0.0,547.0,4,Y,SBrkr,6.9782137426306985,0.0,0,6.9782137426306985,0.6931471805599453,1,0.0,1.0986122886681098,3,1.791759469228055,Typ,0.0,Basment,2.833213344056216,Fin,2.0,525.0,Y,0.0,3.8066624897703196,0.0,0,No,0,10,2006,New,Partial,11.86710429621008,Yes,Yes,0.6931471805599453,Yes,60.6217782649107,13505625,49633171875,22.9128784747792,275625.0,144703125.0,44.78839135311738,4024036,8072216216
2365,2340,527252090,120,RL,60.0,8147,No,Reg,HLS,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,9,1.791759469228055,2.833213344056216,2005,Hip,MetalSd,MetalSd,BrkFace,5.442417710521793,4,3,PConc,5,1.6094379124341003,GLQ,7.083387847625295,Unf,6.261491684321042,1714.0,5,Y,SBrkr,7.44716835960004,0.0,0,7.44716835960004,0.6931471805599453,2,0.0,1.0986122886681098,4,2.0794415416798357,Typ,0.6931471805599453,Attchd,2.833213344056216,Fin,2.0,517.0,Y,5.056245805348308,4.02535169073515,0.0,0,No,0,8,2006,WD ,Normal,12.669809806411457,Yes,Yes,0.0,Yes,90.26073343375845,66373609,540745792523,22.737634001804146,267289.0,138188413.0,44.77722635447622,4020025,8060150125
2366,2106,906380140,60,RL,85.0,11103,No,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,1.791759469228055,2.772588722239781,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,0.6931471805599453,Unf,0.0,Unf,6.591673732008658,728.0,5,Y,SBrkr,6.591673732008658,6.591673732008658,0,7.284134806195205,0.0,2,0.6931471805599453,1.3862943611198906,4,2.1972245773362196,Typ,0.6931471805599453,Attchd,2.772588722239781,Fin,2.0,440.0,Y,0.0,0.0,0.0,0,No,0,7,2007,New,Partial,11.95655945119582,Yes,Yes,0.0,Yes,105.3707739366092,123276609,1368740189727,20.97617696340303,193600.0,85184000.0,44.78839135311738,4024036,8072216216
2367,1346,903233080,50,RM,52.0,6240,No,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,7,1.791759469228055,4.418840607796598,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,1.0986122886681098,Rec,5.707110264748875,LwQ,6.1092475827643655,989.0,3,Y,SBrkr,7.1276936993473985,6.639875833826536,0,7.605890001053122,0.0,2,0.0,1.6094379124341003,3,2.0794415416798357,Min2,0.6931471805599453,Detchd,4.418840607796598,Unf,2.0,400.0,Y,0.0,3.044522437723423,0.0,0,Yes,0,1,2008,WD ,Normal,11.918397239722838,Yes,Yes,2.4849066497880004,No,78.99367063252599,38937600,242970624000,20.0,160000.0,64000000.0,44.15880433163923,3802500,7414875000
2368,258,907180050,60,RL,68.0,9337,No,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,1.791759469228055,3.2188758248682006,1998,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,0.6931471805599453,ALQ,5.869296913133774,Unf,6.26530121273771,878.0,5,Y,SBrkr,6.794586580876499,6.68586094706836,0,7.4342573821331355,0.0,2,0.6931471805599453,1.3862943611198906,3,2.1972245773362196,Typ,0.6931471805599453,Attchd,3.2188758248682006,RFn,2.0,513.0,Y,0.0,3.6888794541139363,0.0,0,No,0,4,2010,WD ,Normal,12.160033942617156,Yes,Yes,0.6931471805599453,No,96.62815324738438,87179569,813995635753,22.64950330581225,263169.0,135005697.0,44.69899327725402,3992004,7976023992
2369,889,908151050,60,RL,75.0,7950,No,IR1,Bnk,Corner,Gtl,Edwards,Norm,1Fam,2Story,6,1.9459101490553132,3.8066624897703196,1977,Hip,HdBoard,Plywood,BrkFace,4.948759890378168,3,3,CBlock,3,0.6931471805599453,BLQ,6.284134161070802,Unf,5.049856007249537,690.0,3,Y,SBrkr,6.54965074223381,6.591673732008658,0,7.2633296174768365,0.0,1,0.6931471805599453,1.3862943611198906,3,1.9459101490553132,Typ,0.0,Attchd,3.8066624897703196,Fin,2.0,440.0,Y,5.53338948872752,0.0,0.0,0,Yes,0,7,2009,WD ,Normal,11.979805470779858,Yes,Yes,0.0,No,89.16277250063504,63202500,502459875000,20.97617696340303,193600.0,85184000.0,44.46346815083142,3908529,7727161833
2371,1467,907265100,60,RL,96.0,11690,No,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,8,1.791759469228055,3.1354942159291497,2000,Gable,VinylSd,VinylSd,BrkFace,5.262690188904886,4,3,PConc,4,1.3862943611198906,Unf,0.0,Unf,6.7464121285733745,850.0,5,Y,SBrkr,6.787844982309579,6.778784897685177,0,7.475905969367397,0.0,2,0.6931471805599453,1.3862943611198906,4,2.0794415416798357,Typ,0.6931471805599453,Attchd,3.1354942159291497,Unf,2.0,560.0,Y,4.795790545596741,3.4011973816621555,0.0,0,No,0,6,2008,WD ,Normal,12.240478903153711,Yes,Yes,0.6931471805599453,No,108.12030336620407,136656100,1597509809000,23.664319132398465,313600.0,175616000.0,44.721359549995796,4000000,8000000000
2372,1642,527256030,20,RL,85.0,14082,No,IR1,HLS,Inside,Gtl,StoneBr,Norm,1Fam,1Story,8,1.791759469228055,2.772588722239781,2006,Hip,VinylSd,VinylSd,BrkFace,6.852242569051878,4,3,PConc,5,1.6094379124341003,GLQ,7.351799869057777,Unf,6.4967749901858625,2220.0,5,Y,SBrkr,7.711996507047669,0.0,0,7.711996507047669,0.6931471805599453,1,0.6931471805599453,0.6931471805599453,4,2.0794415416798357,Typ,0.6931471805599453,Attchd,2.772588722239781,RFn,2.0,724.0,Y,5.968707559985366,4.394449154672439,0.0,0,No,0,1,2007,WD ,Normal,12.998906777477094,Yes,Yes,0.0,Yes,118.66760299256069,198302724,2792498959368,26.90724809414742,524176.0,379503424.0,44.78839135311738,4024036,8072216216
2373,389,527375180,20,RL,78.0,10140,No,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,1.9459101490553132,3.871201010907891,1974,Hip,Plywood,Plywood,BrkFace,5.2832037287379885,3,3,CBlock,3,0.6931471805599453,ALQ,6.790097235513905,Unf,5.43372200355424,1116.0,5,Y,SBrkr,7.018401799069201,0.0,0,7.018401799069201,0.6931471805599453,2,0.0,1.3862943611198906,3,1.9459101490553132,Typ,0.6931471805599453,Attchd,3.871201010907891,RFn,2.0,528.0,Y,0.0,0.0,0.0,0,Yes,0,4,2009,WD ,Normal,12.031129798974042,Yes,Yes,0.0,No,100.69756700139284,102819600,1042590744000,22.978250586152114,278784.0,147197952.0,44.429719783046124,3896676,7692038424
2374,2384,528112010,20,RL,108.0,12228,No,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,7,1.791759469228055,2.772588722239781,2006,Hip,VinylSd,VinylSd,Stone,5.332718793265369,4,3,PConc,5,0.6931471805599453,Unf,0.0,Unf,7.451241684987676,1721.0,5,Y,SBrkr,7.462214939768189,0.0,0,7.462214939768189,0.0,2,0.0,1.6094379124341003,4,2.1972245773362196,Typ,0.0,Attchd,2.772588722239781,RFn,3.0,874.0,Y,0.0,3.784189633918261,0.0,0,No,0,9,2006,New,Partial,12.587931300962664,Yes,Yes,0.0,Yes,110.58028757423268,149523984,1828379276352,29.563490998188964,763876.0,667627624.0,44.78839135311738,4024036,8072216216
2375,274,908102060,30,RL,67.0,8777,No,Reg,Lvl,Inside,Mod,Edwards,Feedr,1Fam,1Story,3,1.9459101490553132,4.343805421853684,2007,Gable,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,0.6931471805599453,GLQ,0.0,Unf,0.0,0.0,3,N,SBrkr,6.46302945692067,0.0,0,6.46302945692067,0.0,1,0.0,1.0986122886681098,3,1.791759469228055,Min1,0.0,Detchd,4.343805421853684,Unf,1.0,240.0,N,0.0,0.0,0.0,0,No,0,4,2010,ConLD,Normal,11.349241150793087,Yes,No,4.143134726391533,No,93.68564457802486,77035729,676142593433,15.491933384829668,57600.0,13824000.0,44.799553569204235,4028049,8084294343
